Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating,Visibility Category
Low Fat,NCM05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.06,6.825,262.52,4.0,High Visibility
Low Fat,NCO05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047,7.27,100.54,4.0,Low Visibility
Low Fat,NCL29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.114,9.695,160.26,4.0,High Visibility
Low Fat,NCN17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055,11.0,101.44,4.0,High Visibility
Low Fat,NCQ29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.104,12.0,259.53,4.0,High Visibility
Low Fat,NCL41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.042,12.35,33.12,4.0,Low Visibility
Low Fat,NCT29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.064,12.6,122.34,4.0,High Visibility
Low Fat,NCA41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033,16.75,191.92,4.0,Low Visibility
Low Fat,NCK05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.077,20.1,59.25,4.0,High Visibility
Low Fat,NCU30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.035,5.11,161.72,4.0,Low Visibility
Low Fat,NCS30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.093,5.945,128.77,4.0,High Visibility
Low Fat,NCY42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015,6.38,145.15,4.0,Low Visibility
Low Fat,NCB19,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.09,6.525,84.69,4.0,High Visibility
Low Fat,NCS06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,7.935,263.69,4.0,Low Visibility
Low Fat,NCS38,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.09,8.6,112.92,4.0,High Visibility
Low Fat,NCS42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.069,8.6,92.51,4.0,High Visibility
Low Fat,NCU54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099,8.88,208.43,4.0,High Visibility
Low Fat,NCX54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048,9.195,105.86,4.0,Low Visibility
Low Fat,NCA18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.056,10.1,117.85,4.0,High Visibility
Low Fat,NCN26,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029,10.85,115.18,4.0,Low Visibility
Low Fat,NCG54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.08,12.1,172.11,4.0,High Visibility
Low Fat,NCG07,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.053,12.3,190.85,4.0,Low Visibility
Low Fat,NCJ18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.164,12.35,117.01,4.0,High Visibility
Low Fat,NCU18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.056,15.1,139.85,4.0,High Visibility
Low Fat,NCE30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099,16.0,210.39,4.0,High Visibility
Low Fat,NCX30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,16.7,249.28,4.0,Low Visibility
Low Fat,NCF30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.126,17.0,124.64,4.0,High Visibility
Low Fat,NCH30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067,17.1,114.39,4.0,High Visibility
Low Fat,NCL30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049,18.1,127.53,4.0,Low Visibility
Low Fat,NCI42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.01,18.75,207.1,4.0,Low Visibility
Low Fat,NCQ50,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034,18.75,215.22,4.0,Low Visibility
Low Fat,NCL18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.168,18.85,194.61,4.0,High Visibility
Low Fat,NCC06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,19.0,127.13,4.0,Low Visibility
Low Fat,NCB18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041,19.6,86.95,4.0,Low Visibility
Low Fat,NCI43,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026,19.85,49.54,4.0,Low Visibility
Low Fat,NCA06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.143,20.5,37.92,4.0,High Visibility
Low Fat,NCE54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,20.7,73.94,4.0,Low Visibility
Low Fat,NCP06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,20.7,151.44,4.0,Low Visibility
Low Fat,NCD54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029,21.1,143.38,4.0,Low Visibility
Low Fat,FDM03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,12.65,107.89,4.0,Low Visibility
Low Fat,FDX15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.156,17.2,162.16,4.0,High Visibility
Low Fat,FDR39,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.084,20.35,184.13,4.0,High Visibility
Low Fat,NCM07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.04,9.395,84.09,4.0,Low Visibility
Low Fat,NCK07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049,10.65,164.15,4.0,Low Visibility
Low Fat,NCN19,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,13.1,189.25,4.0,Low Visibility
Low Fat,NCP50,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.021,17.35,78.76,4.0,Low Visibility
Low Fat,NCN14,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.092,19.1,182.76,4.0,High Visibility
Low Fat,NCJ31,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.183,19.2,243.02,4.0,High Visibility
Low Fat,FDL33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.1,7.235,193.85,4.0,High Visibility
Low Fat,FDR33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,7.31,110.36,4.0,Low Visibility
Low Fat,FDT21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.02,7.42,248.91,4.0,Low Visibility
Low Fat,FDQ46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.104,7.51,113.75,4.0,High Visibility
Low Fat,FDQ34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.162,10.85,107.86,4.0,High Visibility
Low Fat,FDH58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.037,12.3,113.18,4.0,Low Visibility
Low Fat,FDF58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.01,13.3,64.95,4.0,Low Visibility
Low Fat,FDJ09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,15.0,43.47,4.0,Low Visibility
Low Fat,FDS57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103,15.5,144.85,4.0,High Visibility
Low Fat,FDI33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.028,16.5,92.81,4.0,Low Visibility
Low Fat,FDY10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049,17.6,115.62,4.0,Low Visibility
Low Fat,FDZ09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.105,17.6,164.89,4.0,High Visibility
Low Fat,DRC25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045,5.73,86.09,4.0,Low Visibility
Low Fat,DRJ01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.115,6.135,161.02,4.0,High Visibility
Low Fat,DRL60,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,8.52,153.37,4.0,Low Visibility
Low Fat,DRH13,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.024,8.575,106.63,4.0,Low Visibility
Low Fat,DRF25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,9.0,34.92,4.0,Low Visibility
Low Fat,DRD37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.014,9.8,45.21,4.0,Low Visibility
Low Fat,DRJ37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.061,10.8,151.9,4.0,High Visibility
Low Fat,DRE37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.094,13.5,189.99,4.0,High Visibility
Low Fat,DRG36,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.095,14.15,170.51,4.0,High Visibility
Low Fat,DRN36,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,15.2,96.68,4.0,Low Visibility
Low Fat,DRI25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034,19.6,56.26,4.0,Low Visibility
Low Fat,DRH49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025,19.7,84.36,4.0,Low Visibility
Low Fat,FDC35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.123,7.435,208.76,4.0,High Visibility
Regular,FDC60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.114,5.425,88.35,4.0,High Visibility
Regular,FDZ36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066,6.035,188.22,4.0,High Visibility
Regular,FDT12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05,6.215,226.11,4.0,Low Visibility
Regular,FDB49,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.03,8.3,98.74,4.0,Low Visibility
Regular,FDY12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.141,9.8,49.8,4.0,High Visibility
Regular,FDA47,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.117,10.5,161.72,4.0,High Visibility
Regular,FDB12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.105,11.15,102.06,4.0,High Visibility
Regular,FDO48,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027,15.0,219.85,4.0,Low Visibility
Regular,FDX11,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.107,16.0,181.46,4.0,High Visibility
Regular,FDZ47,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.079,20.7,97.2,4.0,High Visibility
Regular,FDQ11,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.068,5.695,256.6,4.0,High Visibility
Regular,FDT11,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029,5.94,186.76,4.0,Low Visibility
Regular,FDT23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.075,7.72,77.6,4.0,High Visibility
Regular,FDY47,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054,8.6,130.13,4.0,Low Visibility
Regular,FDR37,Breakfast,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066,16.5,183.33,4.0,High Visibility
Regular,FDQ49,Breakfast,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,20.2,157.66,4.0,Low Visibility
Regular,FDA37,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055,7.81,123.1,4.0,High Visibility
Regular,FDD26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.072,8.71,183.39,4.0,High Visibility
Regular,FDF38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026,11.8,39.61,4.0,Low Visibility
Regular,FDM02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074,12.5,87.12,4.0,High Visibility
Regular,FDC14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041,14.5,40.55,4.0,Low Visibility
Regular,FDH50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.161,15.0,185.13,4.0,High Visibility
Regular,FDJ26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.085,15.3,215.02,4.0,High Visibility
Regular,FDZ25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.028,15.7,168.28,4.0,Low Visibility
Regular,FDW02,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038,4.805,125.57,4.0,Low Visibility
Regular,FDW38,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.139,5.325,53.73,4.0,High Visibility
Regular,FDX38,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048,10.5,45.94,4.0,Low Visibility
Regular,FDQ26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.068,13.5,57.86,4.0,High Visibility
Regular,FDB03,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.157,17.75,241.05,4.0,High Visibility
Regular,FDT26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.068,18.85,119.04,4.0,High Visibility
Regular,FDV26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.076,20.25,196.28,4.0,High Visibility
Regular,FDP40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034,4.555,112.65,4.0,Low Visibility
Regular,FDH04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.011,6.115,89.65,4.0,Low Visibility
Regular,FDD41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.087,6.765,105.03,4.0,High Visibility
Regular,FDM16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034,8.155,74.74,4.0,Low Visibility
Regular,FDI05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.127,8.35,74.44,4.0,High Visibility
Regular,FDG05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.088,11.0,156.86,4.0,High Visibility
Regular,FDA04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067,11.3,257.3,4.0,High Visibility
Regular,FDI04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.073,13.65,198.44,4.0,High Visibility
Regular,FDP28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.081,13.65,262.69,4.0,High Visibility
Regular,FDF28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038,15.7,124.1,4.0,Low Visibility
Regular,FDA40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099,16.0,88.59,4.0,High Visibility
Regular,FDY16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.092,18.35,184.43,4.0,High Visibility
Regular,FDI41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.062,18.5,148.04,4.0,High Visibility
Regular,FDE17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054,20.1,149.54,4.0,Low Visibility
Regular,FDN56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.107,5.46,144.98,4.0,High Visibility
Regular,FDS56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,5.785,260.73,4.0,Low Visibility
Regular,FDO31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029,6.76,79.6,4.0,Low Visibility
Regular,FDD44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.078,8.05,259.06,4.0,High Visibility
Regular,FDV44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.04,8.365,190.12,4.0,Low Visibility
Regular,FDU31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025,10.5,217.95,4.0,Low Visibility
Regular,FDR55,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.132,12.15,189.59,4.0,High Visibility
Regular,FDW19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039,12.35,110.76,4.0,Low Visibility
Regular,FDK20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.042,12.6,124.51,4.0,Low Visibility
Regular,FDS44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.156,12.65,239.65,4.0,High Visibility
Regular,FDS31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044,13.1,180.33,4.0,Low Visibility
Regular,FDS19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.064,13.8,76.0,4.0,High Visibility
Regular,FDH45,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.106,15.1,41.68,4.0,High Visibility
Regular,FDO19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.017,17.7,48.3,4.0,Low Visibility
Regular,FDI08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066,18.2,247.11,4.0,High Visibility
Regular,FDW32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.094,18.35,84.39,4.0,High Visibility
Regular,FDT32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066,19.0,186.52,4.0,High Visibility
Regular,FDB57,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.019,20.25,220.68,4.0,Low Visibility
Regular,FDX31,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015,20.35,233.3,4.0,Low Visibility
Regular,FDP03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.061,5.15,121.84,4.0,High Visibility
Regular,FDO27,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.179,6.175,94.38,4.0,High Visibility
Regular,FDR15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033,9.3,153.23,4.0,Low Visibility
Regular,FDN03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015,9.8,249.64,4.0,Low Visibility
Regular,FDT27,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.07,11.395,234.66,4.0,High Visibility
Regular,FDT15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.043,12.15,184.3,4.0,Low Visibility
Regular,FDG33,Seafood,2010,OUT046,Tier 1,Small,Supermarket Type1,0.14,5.365,171.08,4.0,High Visibility
Regular,FDX22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.023,6.785,208.79,4.0,Low Visibility
Regular,FDC22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.136,6.89,193.98,4.0,High Visibility
Regular,FDV10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,7.645,41.81,4.0,Low Visibility
Regular,FDX33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.117,9.195,158.56,4.0,High Visibility
Regular,FDI34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.085,10.65,232.37,4.0,High Visibility
Regular,FDM09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.086,11.15,169.68,4.0,High Visibility
Regular,FDO45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038,13.15,89.59,4.0,Low Visibility
Regular,FDO09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.125,13.5,262.19,4.0,High Visibility
Regular,FDY33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.097,14.5,159.43,4.0,High Visibility
Regular,FDP45,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.031,15.7,252.27,4.0,Low Visibility
Regular,FDC34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.173,16.0,157.1,4.0,High Visibility
Regular,FDY22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.16,16.5,144.51,4.0,High Visibility
Regular,FDR34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016,17.0,229.44,4.0,Low Visibility
Regular,FDX57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.047,17.25,97.01,4.0,Low Visibility
Regular,DRY23,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.109,9.395,44.61,4.0,High Visibility
Regular,DRC36,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045,13.0,175.01,4.0,Low Visibility
Regular,FDD47,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.142,7.6,171.94,4.0,High Visibility
Regular,FDD59,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0,10.5,78.3,4.0,Low Visibility
Low Fat,FDS35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.111,9.3,65.78,4.0,High Visibility
Low Fat,FDS52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.005,8.89,99.7,4.0,Low Visibility
Low Fat,NCY29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.077,13.65,56.89,4.0,High Visibility
Low Fat,NCW54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.096,7.5,55.36,4.0,High Visibility
Regular,FDH60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.081,19.7,197.01,4.0,High Visibility
Regular,FDB26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.031,14.0,51.46,4.0,Low Visibility
Regular,FDX39,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05,14.3,212.46,4.0,Low Visibility
Regular,FDO10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013,13.65,55.56,4.0,Low Visibility
Low Fat,FDQ16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042,19.7,108.09,4.0,Low Visibility
Low Fat,DRH11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.076,5.98,55.66,4.0,High Visibility
Low Fat,FDX58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.044,13.15,182.7,4.0,Low Visibility
Low Fat,FDO60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.035,20.0,45.31,4.0,Low Visibility
Low Fat,FDH57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.036,10.895,132.93,4.0,Low Visibility
Low Fat,DRO35,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.035,13.85,114.25,4.0,Low Visibility
Low Fat,NCB42,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.009,11.8,114.85,4.0,Low Visibility
Low Fat,NCY05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.055,13.5,34.69,4.0,High Visibility
Low Fat,NCK05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.078,20.1,59.35,4.0,High Visibility
Low Fat,NCW42,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.059,18.2,220.75,4.0,High Visibility
Low Fat,FDE58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0,18.5,119.81,4.0,Low Visibility
Low Fat,DRI25,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034,19.6,56.66,4.0,Low Visibility
Low Fat,FDW23,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.082,5.765,37.02,4.0,High Visibility
Low Fat,FDW24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.038,6.8,50.2,4.0,Low Visibility
Low Fat,FDY59,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.031,8.195,91.85,4.0,Low Visibility
Low Fat,FDF12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.083,8.235,149.11,4.0,High Visibility
Low Fat,FDK24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.102,9.195,45.27,4.0,High Visibility
Low Fat,FDH12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.085,9.6,107.13,4.0,High Visibility
Low Fat,FDI24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.079,10.3,177.64,4.0,High Visibility
Low Fat,FDJ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,11.3,245.21,4.0,Low Visibility
Low Fat,FDN48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.065,13.35,93.08,4.0,High Visibility
Low Fat,FDY48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.024,14.0,104.03,4.0,Low Visibility
Low Fat,FDN12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081,15.6,110.25,4.0,High Visibility
Low Fat,FDP60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.056,17.35,102.3,4.0,High Visibility
Low Fat,FDV36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026,18.7,127.1,4.0,Low Visibility
Low Fat,FDP23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.036,6.71,218.32,4.0,Low Visibility
Low Fat,FDV23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.106,11.0,124.4,4.0,High Visibility
Low Fat,FDU23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.022,12.15,164.62,4.0,Low Visibility
Low Fat,FDR35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021,12.5,198.97,4.0,Low Visibility
Low Fat,FDW59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021,13.15,84.36,4.0,Low Visibility
Low Fat,FDP11,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.069,15.85,217.52,4.0,High Visibility
Low Fat,FDS47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,16.75,88.79,4.0,Low Visibility
Low Fat,FDO13,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.061,7.865,164.55,4.0,High Visibility
Low Fat,FDN13,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.152,18.6,98.54,4.0,High Visibility
Low Fat,FDI26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.035,5.94,177.13,4.0,Low Visibility
Low Fat,FDK38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.053,6.65,149.37,4.0,Low Visibility
Low Fat,FDK14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.041,6.98,82.89,4.0,Low Visibility
Low Fat,FDT49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.152,7.0,104.83,4.0,High Visibility
Low Fat,FDS49,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08,9.0,78.36,4.0,High Visibility
Low Fat,FDS01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.018,11.6,177.37,4.0,Low Visibility
Low Fat,FDB50,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.154,13.0,76.8,4.0,High Visibility
Low Fat,FDP25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.021,15.2,216.58,4.0,Low Visibility
Low Fat,FDC38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.123,15.7,134.29,4.0,High Visibility
